Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2000,2000,Int$/cap,4521,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2001,2001,Int$/cap,3997,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2002,2002,Int$/cap,3409,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2003,2003,Int$/cap,3789,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2004,2004,Int$/cap,4503,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2005,2005,Int$/cap,4885,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2006,2006,Int$/cap,4714,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2007,2007,Int$/cap,4770,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2008,2008,Int$/cap,4985,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2009,2009,Int$/cap,5271,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2010,2010,Int$/cap,5432,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2011,2011,Int$/cap,5805,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2012,2012,Int$/cap,6009,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2013,2013,Int$/cap,6142,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2014,2014,Int$/cap,5990,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2015,2015,Int$/cap,6073,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2016,2016,Int$/cap,6464,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2017,2017,Int$/cap,6427,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2018,2018,Int$/cap,6343,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2019,2019,Int$/cap,6270,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2020,2020,Int$/cap,5424,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2021,2021,Int$/cap,5663,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2022,2022,Int$/cap,5753,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2023,2023,Int$/cap,5361,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6126,Value,22013,"Gross domestic product per capita, PPP, (constant 2021 international $)",2024,2024,Int$/cap,3846,X,Figure from external organization,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20002002,2000-2002,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20012003,2001-2003,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20022004,2002-2004,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20032005,2003-2005,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20042006,2004-2006,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20052007,2005-2007,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20062008,2006-2008,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20072009,2007-2009,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20082010,2008-2010,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20092011,2009-2011,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20102012,2010-2012,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20112013,2011-2013,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20122014,2012-2014,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20132015,2013-2015,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20162018,2016-2018,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20172019,2017-2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20192021,2019-2021,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20202022,2020-2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20222024,2022-2024,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20002002,2000-2002,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20012003,2001-2003,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20022004,2002-2004,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20032005,2003-2005,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20042006,2004-2006,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20052007,2005-2007,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20062008,2006-2008,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20072009,2007-2009,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20082010,2008-2010,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20092011,2009-2011,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20102012,2010-2012,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20112013,2011-2013,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20122014,2012-2014,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20132015,2013-2015,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20142016,2014-2016,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20152017,2015-2017,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20162018,2016-2018,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20172019,2017-2019,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20182020,2018-2020,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20192021,2019-2021,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20202022,2020-2022,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20212023,2021-2023,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6132,Value,210011,Number of people undernourished (million) (3-year average),20222024,2022-2024,million No,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20162018,2016-2018,%,4.4,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20162018,2016-2018,%,3.8,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20162018,2016-2018,%,5.1,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,%,4.2,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,%,3.6,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,%,4.9,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,%,3.8,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,%,3.1,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,%,4.6,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20192021,2019-2021,%,3.7,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20192021,2019-2021,%,2.9,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20192021,2019-2021,%,4.6,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20202022,2020-2022,%,4,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20202022,2020-2022,%,3.1,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20202022,2020-2022,%,5,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,%,4.5,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,%,3.5,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,%,5.4,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20222024,2022-2024,%,6.3,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20222024,2022-2024,%,5.1,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20222024,2022-2024,%,7.5,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20162018,2016-2018,%,3.8,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20162018,2016-2018,%,3.1,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20162018,2016-2018,%,4.5,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,%,3.6,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,%,3,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,%,4.3,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,%,3.3,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,%,2.5,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,%,4.1,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20192021,2019-2021,%,3.2,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20192021,2019-2021,%,2.3,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20192021,2019-2021,%,4.1,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20202022,2020-2022,%,3.4,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20202022,2020-2022,%,2.5,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20202022,2020-2022,%,4.4,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,%,3.8,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,%,2.9,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,%,4.8,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20222024,2022-2024,%,6.1,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20222024,2022-2024,%,4.8,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20222024,2022-2024,%,7.4,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20162018,2016-2018,%,5,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20162018,2016-2018,%,4.4,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20162018,2016-2018,%,5.7,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,%,4.8,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,%,4.2,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,%,5.5,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,%,4.4,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,%,3.6,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,%,5.1,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20192021,2019-2021,%,4.2,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20192021,2019-2021,%,3.4,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20192021,2019-2021,%,5.1,E,Estimated value,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20202022,2020-2022,%,4.6,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20202022,2020-2022,%,3.6,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20202022,2020-2022,%,5.5,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,%,5.1,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,%,4.2,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,%,6,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20222024,2022-2024,%,6.5,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20222024,2022-2024,%,5.3,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20222024,2022-2024,%,7.6,E,Estimated value,Official estimate
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61212,Confidence interval: Upper bound,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20142016,2014-2016,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
FS,Suite of Food Security Indicators,275,Palestine,61211,Confidence interval: Lower bound,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20152017,2015-2017,%,,O,Missing value,
